packet_strata,trial_id,trial_link,run_label,arm_id,task_id,raw_outcome,execution_validity,activity_subtype,policy_disposition,failure_subtype,termination_subtype,telemetry_status,canonical_completeness,r2_read_availability,analyzed_artifact_integrity_status,classification_confidence,evidence_reasons,supporting_artifact_ids,analyzer_version
all_reclassified_setup_transport_v1_1_1,10998537-5bc0-4749-9299-48d16ef26f88,/trials/10998537-5bc0-4749-9299-48d16ef26f88,router-anthropic-sonnet/2026-06-27__01-30-11,router-anthropic-sonnet,terminal-bench-2.0:model-extraction-relu-logits,failure,unknown,activity_unknown,none_detected,timeout,timeout,database_missing_transcript_present,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: not recorded"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""036daad0-6b91-4880-a7b4-c36bc9fc37c9"",""b5b1c193-4afb-47b3-a686-2663520cf3ea"",""912957da-1c0d-4a94-ad9f-0b1ba2c5c46f"",""1b91b22b-efda-471e-b8bd-7ea87afdf45b"",""d21d7984-060e-4069-b40a-1909eeb4940d"",""01630a92-7595-44ae-8199-32ced0572e03"",""3cb59b72-4c95-41ec-bb4c-f5e481c4d372""]",artifact-evidence-v1.3.2
revised_ordinary_controls,16586f1a-88c3-401e-a47d-7083c3706819,/trials/16586f1a-88c3-401e-a47d-7083c3706819,router-anthropic-opus/2026-07-01__12-15-57,router-anthropic-opus,terminal-bench-2.0:build-cython-ext,success,substantive,substantive_agent_activity,none_detected,none,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 8"",""Tool calls: 49"",""Workspace-changing calls: 7"",""Thinking event metadata: 13 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 1999348"",""Transcript total input tokens: 1999348"",""Transcript output tokens: 11292"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""c9487206-af75-45fa-934b-3a0f3626eda6"",""bbb05c25-540d-4d5e-a318-0f1f680baac5"",""cd44108f-8fb4-4a3c-9546-32c3f03ec43d"",""b746e639-0ad6-49ea-a472-2373bc1d65ee"",""98964a55-f0cd-426c-a701-ebe2556e3704"",""997c8073-c1c5-48af-a212-6919fc23e4db""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,1659613d-418a-4622-acbc-333161881d1d,/trials/1659613d-418a-4622-acbc-333161881d1d,router-anthropic-sonnet/2026-06-27__01-30-11,router-anthropic-sonnet,terminal-bench-2.0:query-optimize,failure,unknown,activity_unknown,none_detected,timeout,timeout,database_missing_transcript_present,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: not recorded"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""73187722-24b4-408c-a7c5-c44742667f0b"",""4fb293ed-c596-48bb-bf7b-af4baf5c9b6b"",""99ecda05-4a27-48e3-8c3b-b960c6616295"",""9eba1a1e-8f08-4b10-bd93-5554a51c3778"",""de3bab2b-2bcd-4b89-8356-625791d13980"",""bd6f4937-6502-49cd-9722-de93bc59bfd6"",""fb9455e3-eb02-48e2-b70f-7a47b236ef75""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,19fd1aac-a338-4fd7-94b9-65ac55a38bc1,/trials/19fd1aac-a338-4fd7-94b9-65ac55a38bc1,router-kimi-k2.6/2026-06-28__13-28-55,router-kimi-k2.6,terminal-bench-2.0:polyglot-rust-c,failure,unknown,activity_unknown,none_detected,timeout,timeout,consistent,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 32000 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 1416"",""Transcript total input tokens: 1416"",""Transcript output tokens: 32000"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""c2f45b91-b044-461f-84b9-a5d15ac1d45b"",""098f8c63-e774-40fa-9d09-6d28777fb055"",""3d5b93f8-8612-450a-a515-63688f18266d"",""b60402b3-ca3f-4da5-94da-df5338ef5b65"",""b2a2bf87-1b4b-4302-8ad1-befb3d4d0bd9"",""a9e7d9c8-1459-4160-bbfa-215410e573c4"",""434ff6ef-1b9d-4a3a-8337-5a3cf94ef36f""]",artifact-evidence-v1.3.2
revised_ordinary_controls,1bb7d702-441a-4167-932c-10749c384d0f,/trials/1bb7d702-441a-4167-932c-10749c384d0f,router-anthropic-opus/2026-07-01__12-15-57,router-anthropic-opus,terminal-bench-2.0:cancel-async-tasks,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 1"",""Tool calls: 2"",""Workspace-changing calls: 1"",""Thinking event metadata: 2 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 87757"",""Transcript total input tokens: 87757"",""Transcript output tokens: 2593"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""b95662fe-9c0d-494b-a9c2-00a360acee9d"",""343ee695-e623-4c62-ba13-c582b8a1ef9a"",""2bc9a684-61b4-4fdc-be23-b61121c4ad0d"",""86a95d3e-872b-4c3c-841e-c79cdb74d3a4"",""a7527ff8-f692-4b2e-9205-2e06d6fcc6e1"",""430566e7-02c1-456c-8687-8368c474a5d6""]",artifact-evidence-v1.3.2
all_reclassified_verifier_environment_v1_1_1,1bd0b13a-17ff-4181-a0cb-d0e0cc10a87d,/trials/1bd0b13a-17ff-4181-a0cb-d0e0cc10a87d,router-glm-5.1/2026-06-28__13-28-50,router-glm-5.1,terminal-bench-2.0:build-cython-ext,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 29"",""Tool calls: 90"",""Workspace-changing calls: 29"",""Thinking event metadata: 181 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 32101"",""Transcript total input tokens: 32101"",""Transcript output tokens: 6117"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""db98c5e4-115e-4b4b-ad31-c3ffea7ffef5"",""62df94f5-62bf-41a3-9628-9f9b60e5ca0e"",""34e8b955-9940-457c-bcc9-e35f56620063"",""a2a98e79-93c7-4dd0-b929-32747f003ed3"",""d6b82247-2818-4340-a077-499c566bf003"",""cc746540-59b9-4b4d-89b4-035643f03e3c""]",artifact-evidence-v1.3.2
all_extraneous_output_artifacts,1d2aae9a-6d05-4917-baa6-eb13c95af855,/trials/1d2aae9a-6d05-4917-baa6-eb13c95af855,router-glm-5.1/2026-06-28__13-28-50,router-glm-5.1,terminal-bench-2.0:polyglot-rust-c,failure,substantive,substantive_agent_activity,none_detected,extraneous_output_artifacts,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 6"",""Tool calls: 8"",""Workspace-changing calls: 3"",""Thinking event metadata: 31189 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 3261"",""Transcript total input tokens: 3261"",""Transcript output tokens: 32582"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: extraneous_output_artifacts""]","[""861ba05a-7e12-42be-8902-66714debbf8c"",""2ea35e56-0a2c-4eeb-a0e7-57c120d2526a"",""a655ca00-bef5-4400-9d82-a5c85e5ee72f"",""98bde608-fb87-4842-a8a1-80909e5e632e"",""746e30de-e9eb-4c1f-9708-bab45810582b"",""6efdeb5b-d100-4c14-a848-4273024ff85e""]",artifact-evidence-v1.3.2
all_positive_reward_exceptions,1dd2428d-629f-4ba5-ba63-18336e45b378,/trials/1dd2428d-629f-4ba5-ba63-18336e45b378,router-kimi-k3/2026-07-22__17-51-05,router-kimi-k3,terminal-bench-2.0:torch-pipeline-parallelism,success,substantive,timeout_after_meaningful_activity,none_detected,none,timeout,nonzero_mismatch,9/9,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 3"",""Tool calls: 7"",""Workspace-changing calls: 6"",""Thinking event metadata: 29548 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 87271"",""Transcript total input tokens: 126633"",""Transcript output tokens: 33423"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""b7f1ae0b-4aba-4ac8-95a0-39396d28694b"",""e499473f-95ea-4984-a250-53285e7161e6"",""9f8a3d72-8245-47d6-b571-f3016bf3dccc"",""f523917f-c969-4c9d-a6b1-1f9900a97f3f"",""fcb48b08-e54c-4b02-8e30-cc43d533018c"",""4acf53a2-6052-4fd0-b3d0-7b8dc02fafde"",""69f41f8a-4883-46ec-b3db-d1780bdb9b72""]",artifact-evidence-v1.3.2
all_reclassified_verifier_environment_v1_1_1;revised_ordinary_controls,1e2cdad5-9ace-4527-ad7c-72075ead1c13,/trials/1e2cdad5-9ace-4527-ad7c-72075ead1c13,router-qwen-3.7-plus/2026-06-29__03-16-06,router-qwen-3.7-plus,terminal-bench-2.0:build-cython-ext,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 9"",""Tool calls: 68"",""Workspace-changing calls: 20"",""Thinking event metadata: 820 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 76750"",""Transcript total input tokens: 76750"",""Transcript output tokens: 10118"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""6f658428-62c3-4f26-8746-a95fc77b3b08"",""5ea3b2f2-4f52-4606-9dd4-ddc789111cb3"",""3f876b3f-d110-463c-bfaf-a2b3ddc0f817"",""1adf0a64-59d1-41b5-a5a9-7291ceab04ed"",""0e2cf631-c13d-46f7-af5b-5158e0d6845a"",""169d9fda-e073-4b16-8b4f-de9131693807""]",artifact-evidence-v1.3.2
all_positive_reward_exceptions,1e387c08-85e6-495d-80fe-6f97a04506a5,/trials/1e387c08-85e6-495d-80fe-6f97a04506a5,router-gemini-flash/2026-06-27__01-30-20,router-gemini-flash,terminal-bench-2.0:fix-code-vulnerability,success,substantive,timeout_after_meaningful_activity,none_detected,none,timeout,partial,9/9,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 10"",""Tool calls: 11"",""Workspace-changing calls: 2"",""Thinking event metadata: 2 (content neither retained nor displayed)"",""Final result: not observed"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 297634"",""Transcript total input tokens: 179285"",""Transcript output tokens: 2111"",""Transcript usage basis: per_message"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""3451e819-ee46-454b-833a-3d152ba6c4e7"",""c0b4b1ae-b10e-48a0-90be-a16e433a2302"",""87e3f4a7-1812-4d3d-a806-6f578e7a67a8"",""6aaaef8b-bd03-41d1-b511-8dbcac027068"",""d66ac332-b77f-45d2-b354-ea56d956f10a"",""88310077-8c26-4460-8b31-085fe75ac161"",""15e4c26b-5ea9-44c8-b4ed-8d11e87b76db""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,1f3d875e-1130-4a7c-89e3-673433602229,/trials/1f3d875e-1130-4a7c-89e3-673433602229,router-anthropic-sonnet/2026-06-27__01-30-11,router-anthropic-sonnet,terminal-bench-2.0:polyglot-rust-c,failure,unknown,activity_unknown,none_detected,timeout,timeout,database_missing_transcript_present,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: not recorded"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""32e6890c-d058-4758-95f8-18f5b0522002"",""36561faa-e567-4f7d-9c23-8b5775d9f3bb"",""c12010ae-6599-4b32-9def-6ecb8afb2a33"",""adcdc208-552d-47d7-8e93-6770c1903953"",""fe4ade8d-9ac1-4dec-9f4a-bed54232e78d"",""ddc68318-9a0e-42ed-bbc8-712201fef7ec"",""922c50af-42fd-4494-9a18-733d2e76552b""]",artifact-evidence-v1.3.2
all_policy_refusals,1f61aa49-b0f4-48ad-a439-dee5783c48ec,/trials/1f61aa49-b0f4-48ad-a439-dee5783c48ec,router-anthropic-fable-5/2026-07-11__12-15-55,router-anthropic-fable-5,terminal-bench-2.0:model-extraction-relu-logits,failure,policy_blocked,provider_policy_refusal,provider_policy_refusal,policy_refusal,provider_policy_refusal,database_zero_transcript_nonzero,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: provider_policy_refusal"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 0"",""Transcript total input tokens: 28583"",""Transcript output tokens: 2"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: yes (cyber)"",""Verifier failure subtype: policy_refusal""]","[""4db872ec-3179-4ef6-89b9-1c03fe7b8107"",""a430962a-81fb-4b4c-b730-a4aa68ebbee5"",""d63608ae-933b-40db-9f2b-7161a09032b8"",""bfc0a5ec-f8b3-429e-b70f-1bfae75f2aa2"",""db4cc404-d29d-4c8e-9224-460af668c5cc"",""202f0c12-16dd-41c3-84a7-418aecedeea3"",""f6063d64-7fe3-44c7-a3c5-b6fbd89b2cea""]",artifact-evidence-v1.3.2
revised_ordinary_controls,20627f85-db2b-4a41-86e5-a8d156262e02,/trials/20627f85-db2b-4a41-86e5-a8d156262e02,router-anthropic-sonnet/2026-06-27__01-30-11,router-anthropic-sonnet,terminal-bench-2.0:mteb-retrieve,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 2"",""Tool calls: 3"",""Workspace-changing calls: 1"",""Thinking event metadata: 7 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 115124"",""Transcript total input tokens: 115124"",""Transcript output tokens: 951"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""4fbb98e4-c2ce-4c3b-86fa-d38ed2d78be6"",""6c5c8e87-500c-47b8-9217-ce40b2180c58"",""a68d6126-8f01-4438-877d-e1846551f52a"",""21df4408-c1ad-4806-a579-c6565399c9d8"",""adfa32eb-6fa2-4493-a107-ac5148a99e4e"",""43cac4d1-4cad-4ac0-a6bc-a1e1027c27e9""]",artifact-evidence-v1.3.2
revised_ordinary_controls,2188536a-73ad-4bbd-8d22-9dab8643dc27,/trials/2188536a-73ad-4bbd-8d22-9dab8643dc27,router-kimi-k2.6/2026-06-28__13-28-55,router-kimi-k2.6,terminal-bench-2.0:cancel-async-tasks,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 2"",""Tool calls: 2"",""Workspace-changing calls: 1"",""Thinking event metadata: 2468 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 7189"",""Transcript total input tokens: 7189"",""Transcript output tokens: 3050"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""ed011195-f4f1-47ea-8459-0050ca9743de"",""38106163-8507-4d9d-8497-6f4fff5770cb"",""30403048-2bfd-4f2e-8aa5-fe5cc59649a0"",""bc592fb8-039d-4d3c-8761-a23e3c84b92b"",""2239b9bb-b42b-422b-8f43-173151fa21ef"",""d8759d37-84b8-4240-8e9c-32844bc5e3fd""]",artifact-evidence-v1.3.2
revised_ordinary_controls,21970fb6-402a-48f5-a788-b87f7749fa07,/trials/21970fb6-402a-48f5-a788-b87f7749fa07,router-gpt-5.4/2026-06-19__13-47-51,router-gpt-5.4,terminal-bench-2.0:torch-pipeline-parallelism,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 2"",""Tool calls: 15"",""Workspace-changing calls: 3"",""Thinking event metadata: 11 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 194113"",""Transcript total input tokens: 194113"",""Transcript output tokens: 22751"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""abd4605d-3afc-4f5a-81ce-87597520d214"",""724b2c33-566b-4de1-bd09-40d26bc84198"",""db41fbdc-18b1-404f-8938-545e06885c57"",""af295ccb-c38b-4267-9ee9-e84dce3364cc"",""c63053d0-24b6-4d99-8b49-52183c5fef8f"",""95ca7067-c4bd-42f7-9985-fc552e58eb05""]",artifact-evidence-v1.3.2
revised_ordinary_controls,21d43dc5-3ea5-400a-915f-d6b2be35b5e7,/trials/21d43dc5-3ea5-400a-915f-d6b2be35b5e7,router-kimi-k2.6/2026-06-28__13-28-55,router-kimi-k2.6,terminal-bench-2.0:llm-inference-batching-scheduler,success,substantive,substantive_agent_activity,none_detected,none,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 1"",""Tool calls: 37"",""Workspace-changing calls: 15"",""Thinking event metadata: 24946 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 104652"",""Transcript total input tokens: 104652"",""Transcript output tokens: 45060"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""e12f4877-bc45-41b8-8501-1dd76256523d"",""218a0ae8-b69d-452f-8a66-39492ec3d144"",""008600f8-c613-4cbd-933b-b1bd9a204baf"",""aa4b67f7-6126-4833-b1b0-a054599417a9"",""6f1fb25c-a95b-49a8-9978-03f58e9053b2"",""9a41bd5c-4fe3-45cd-8162-fb9e695aedbb""]",artifact-evidence-v1.3.2
revised_ordinary_controls,244675de-18dd-4a21-a633-8894e44cce7d,/trials/244675de-18dd-4a21-a633-8894e44cce7d,router-glm-5.1/2026-06-28__13-28-50,router-glm-5.1,terminal-bench-2.0:password-recovery,success,substantive,substantive_agent_activity,none_detected,none,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 10"",""Tool calls: 24"",""Workspace-changing calls: 5"",""Thinking event metadata: 179 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 9112"",""Transcript total input tokens: 9112"",""Transcript output tokens: 2351"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""edf61ebf-fb66-4fb3-99b7-3312459050c2"",""9f2f3dd3-173d-45aa-8ed8-905e68b8e2a8"",""48e49ef6-0490-4375-b49b-e68c73e82fcf"",""da4740bc-cd29-407c-b099-556694aced25"",""6f1520a7-cc73-424a-9858-e3efb92919d6"",""676c80e1-3438-4a71-9551-5d3595a54caa""]",artifact-evidence-v1.3.2
all_positive_reward_exceptions,25a31979-0468-4dc5-a08c-84324c4f60f4,/trials/25a31979-0468-4dc5-a08c-84324c4f60f4,router-gpt-5.5/2026-06-27__01-30-18,router-gpt-5.5,terminal-bench-2.0:query-optimize,success,substantive,timeout_after_meaningful_activity,none_detected,none,timeout,nonzero_mismatch,9/9,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 1"",""Tool calls: 47"",""Workspace-changing calls: 18"",""Thinking event metadata: 28 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 426596"",""Transcript total input tokens: 966501"",""Transcript output tokens: 28392"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""39634678-a250-4783-a84e-5751633834de"",""a30af9d8-daf3-49df-bf0d-16e95bc622db"",""67d5c1d2-6a29-4991-8854-de61e684d71c"",""db0a2e67-4a65-4490-8a2c-5d754a4244be"",""fb59b80c-45e1-4ef9-9b4d-a99045c5bc1b"",""49fd62f9-358b-4622-94d9-feccb274e906"",""022ce1b7-a825-4fb0-9bdd-a27185b6e101""]",artifact-evidence-v1.3.2
all_reclassified_verifier_environment_v1_1_1,27c69146-0a5a-4359-97f8-4ba6c9dce849,/trials/27c69146-0a5a-4359-97f8-4ba6c9dce849,router-anthropic-haiku-sanitized/2026-07-12__03-25-22,router-anthropic-haiku-sanitized,terminal-bench-2.0:build-cython-ext,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 36"",""Tool calls: 60"",""Workspace-changing calls: 8"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 3240728"",""Transcript total input tokens: 3240728"",""Transcript output tokens: 10750"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""689735f6-9c99-488e-98bc-2ecd943136ce"",""78fad299-261b-4ff7-b4f3-e8bda89a778c"",""e1681437-32dd-4704-852d-b22364f17c29"",""ae48d5c9-c3bf-42f2-aabf-9529d8266af3"",""3e43ecc5-82b6-43ab-bbd4-4c3077076842"",""dab22b43-8557-427a-a0fb-8fbef58e1cb2""]",artifact-evidence-v1.3.2
